,USU09513JJ95,US38141GXJ83,US44891CBB81,US20826FAU03,US20825CAW47,US30231GBD34,US30231GBH48,US55608RBJ86,US89115A2A98,US86562MAC47,US06051GFX25,US46625HQW33,US6174468C63,US912828ZP81,US91282CER88,US91282CEU18,US91911TAP84,US00287YAQ26,US09062XAF06,US91282CFE66,US84265VAH87,US00724PAC32,US03522AAG58,US74432QCH65,US375558AW38,US037833AS94,BMO.TO,BRL=X,CAD=X,CHF=X,CM.TO,ESPO,EUR=X,GBP=X,IGSB,IYF,JXI,RIGS,RY.TO,SPY,SPY230120P00370000,SPY230120P00380000,SPY230217P00360000,SPY230217P00365000,SPY230317C00410000,SPY230317C00415000,SPY230317P00350000,SPY230317P00360000,SPY230317P00370000,SPY230317P00380000,SPY230616C00430000,VALE
2022-05-12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.92195129394531,5.134252071380615,1.2994400262832642,0.9944599866867065,64.81719970703125,46.06056594848633,0.9512500166893005,0.8173800110816956,50.37681579589844,71.8533706665039,59.919822692871094,22.658016204833984,122.76729583740234,387.2759704589844,24.940000534057617,29.049999237060547,,,25.149999618530273,22.530000686645508,20.850000381469727,26.100000381469727,26.530000686645508,32.36000061035156,21.34000015258789,14.357388496398926
2022-05-13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.15469360351562,5.133399963378906,1.3023099899291992,1.0030499696731567,65.79969787597656,48.627193450927734,0.9634299874305725,0.8192600011825562,50.347198486328125,73.07591247558594,60.96781539916992,22.746562957763672,124.02103424072266,396.5348815917969,21.920000076293945,24.149999618530273,,,31.010000228881836,29.549999237060547,18.200000762939453,20.610000610351562,24.0,26.84000015258789,26.510000228881836,14.613263130187988
2022-05-16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.98631286621094,5.058300018310547,1.2906999588012695,1.0022300481796265,66.48506164550781,48.06233596801758,0.9614800214767456,0.8157600164413452,50.416316986083984,72.50408172607422,61.36566162109375,22.717044830322266,124.28548431396484,394.9259033203125,20.100000381469727,24.299999237060547,,,31.399999618530273,27.649999618530273,17.559999465942383,20.31999969482422,,26.299999237060547,28.030000686645508,15.011289596557617
2022-05-17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,132.19741821289062,5.059700012207031,1.284999966621399,1.0017199516296387,67.6065673828125,50.22266387939453,0.9579499959945679,0.8113700151443481,50.228702545166016,74.50548553466797,62.09343338012695,22.726882934570312,124.60871887207031,403.0497131347656,18.700000762939453,21.360000610351562,,,35.349998474121094,,16.18000030517578,19.5,21.0,24.049999237060547,29.8700008392334,15.26716423034668
2022-05-18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.62432861328125,4.9380998611450195,1.280809998512268,0.9937999844551086,66.16874694824219,49.21186828613281,0.9480599761009216,0.8009999990463257,50.189208984375,72.3956298828125,61.65677261352539,22.638338088989258,123.3843765258789,386.8021240234375,24.149999618530273,28.0,,,27.040000915527344,30.280000686645508,20.81999969482422,23.3799991607666,26.899999618530273,30.100000381469727,23.229999542236328,14.802799224853516
2022-05-19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.9610824584961,4.96750020980835,1.2884199619293213,0.9871399998664856,65.68946838378906,50.18302536010742,0.9548599720001221,0.8099899888038635,50.307701110839844,71.90267181396484,61.82173156738281,22.68269920349121,124.37364959716797,384.43310546875,22.65999984741211,27.5,,,25.68000030517578,23.229999542236328,,24.649999618530273,26.559999465942383,30.299999237060547,21.299999237060547,15.371408462524414
2022-05-20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.08827209472656,4.929999828338623,1.2819600105285645,0.9721800088882446,65.7278060913086,49.915462493896484,0.9452700018882751,0.8024299740791321,50.35706329345703,71.9223861694336,62.07402420043945,22.751699447631836,124.63809967041016,384.6009521484375,23.920000076293945,27.760000228881836,,,21.600000381469727,22.719999313354492,20.3700008392334,23.81999969482422,29.68000030517578,30.649999618530273,18.65999984741211,15.84524917602539
2022-05-23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,4.880199909210205,1.2812000513076782,0.9749900102615356,,50.21275329589844,0.9460899829864502,0.7997400164604187,50.32744598388672,74.08154296875,62.976463317871094,22.751699447631836,,391.7968444824219,21.260000228881836,24.989999771118164,,,,26.0,18.549999237060547,,24.600000381469727,27.299999237060547,23.8799991607666,16.309614181518555
2022-05-24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,130.17221069335938,4.813499927520752,1.2787100076675415,0.9659500122070312,66.77263641357422,49.10286331176758,0.9361500144004822,0.7957000136375427,50.50517654418945,73.8350601196289,63.42283248901367,22.791135787963867,125.97998046875,388.80596923828125,22.799999237060547,26.299999237060547,,,,23.809999465942383,19.100000381469727,24.3799991607666,25.739999771118164,29.530000686645508,20.5,16.518104553222656
2022-05-25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.89825439453125,4.817800045013428,1.2822400331497192,0.9602000117301941,67.19439697265625,49.82627487182617,0.9314000010490417,0.7972599864006042,50.66315841674805,74.49562072753906,63.75274658203125,22.968570709228516,125.91142272949219,392.24102783203125,21.149999618530273,24.309999465942383,,,28.40999984741211,24.600000381469727,18.040000915527344,20.75,23.700000762939453,28.3799991607666,24.139999389648438,16.57496452331543
2022-05-26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,132.2169952392578,4.822800159454346,1.2820199728012085,0.9615300297737122,65.82366180419922,51.26319122314453,0.9357500076293945,0.794526994228363,50.70265579223633,76.29985046386719,63.66542053222656,23.047435760498047,125.90161895751953,400.0785217285156,18.5,21.75,,,32.54999923706055,29.979999542236328,16.270000457763672,18.6299991607666,21.389999389648438,24.100000381469727,28.25,16.698163986206055
2022-05-27,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,133.56716918945312,4.768199920654297,1.2773000001907349,0.9585599899291992,66.31253051757812,51.927146911621094,0.9317100048065186,0.7925599813461304,50.781646728515625,77.63082885742188,64.23793029785156,23.096723556518555,128.26214599609375,409.9001159667969,16.440000534057617,18.670000076293945,,,36.84000015258789,34.630001068115234,14.600000381469727,16.700000762939453,19.020000457763672,21.350000381469727,32.20000076293945,17.14357566833496
2022-05-30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.4379119873047,4.729599952697754,1.2723699808120728,0.9578499794006348,67.05060577392578,,0.9318400025367737,0.7918699979782104,,,,,129.38856506347656,,,,,,,,,,,,,
2022-05-31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.614013671875,4.752399921417236,1.2655199766159058,0.9582300186157227,66.6959457397461,51.93705368041992,0.9282000064849854,0.7907000184059143,50.62366485595703,77.32520294189453,63.26757049560547,22.958715438842773,129.45712280273438,407.6001892089844,15.850000381469727,19.170000076293945,,,37.279998779296875,34.5,14.65999984741211,16.809999465942383,,22.100000381469727,32.4900016784668,17.105667114257812
2022-06-01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.58465576171875,4.730400085449219,1.2639000415802002,0.9595199823379517,67.02184295654297,51.41183853149414,0.9316099882125854,0.7930899858474731,50.458534240722656,76.04351043701172,62.99586486816406,23.008005142211914,129.7313690185547,404.30328369140625,17.25,19.25,,,35.90999984741211,32.099998474121094,15.199999809265137,,20.700000762939453,22.760000228881836,30.3700008392334,17.380495071411133
2022-06-02,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.30865478515625,4.815499782562256,1.2665300369262695,0.963100016117096,68.02833557128906,53.1856803894043,0.9386000037193298,0.8010799884796143,50.488197326660156,77.30548095703125,63.558677673339844,23.027721405029297,130.14273071289062,412.00262451171875,15.449999809265137,17.309999465942383,,,34.189998626708984,36.25,13.550000190734863,,17.690000534057617,20.239999771118164,32.61000061035156,17.825904846191406
2022-06-03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,133.98785400390625,4.7957000732421875,1.2569799423217773,0.9574400186538696,67.42444610595703,51.560482025146484,0.9301400184631348,0.7949600219726562,50.40909194946289,76.11251831054688,63.228763580322266,22.9488582611084,129.2416229248047,405.24102783203125,16.219999313354492,19.190000534057617,,,35.27000045776367,32.29999923706055,14.649999618530273,16.43000030517578,18.93000030517578,,29.709999084472656,17.57003402709961
2022-06-06,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.1227569580078,4.775000095367432,1.258489966392517,0.9622600078582764,67.39568328857422,52.174888610839844,0.9323099851608276,0.8004930019378662,50.339874267578125,76.45759582519531,63.519859313964844,22.8699951171875,129.7705535888672,406.47491455078125,16.1200008392334,19.049999237060547,,,35.900001525878906,33.470001220703125,14.300000190734863,,19.09000015258789,21.700000762939453,30.649999618530273,17.57003402709961
2022-06-07,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.2108154296875,4.7941999435424805,1.2580000162124634,0.9713000059127808,67.50113677978516,52.79920196533203,0.9353299736976624,0.7985000014305115,50.389312744140625,76.99983978271484,63.81097412109375,22.840423583984375,130.3582305908203,410.3739013671875,14.949999809265137,17.5,,,36.70000076293945,35.08000183105469,13.399999618530273,15.300000190734863,18.799999237060547,20.100000381469727,32.349998474121094,17.674278259277344
2022-06-08,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,133.8508758544922,4.867526054382324,1.253659963607788,0.9734899997711182,67.14646911621094,53.245140075683594,0.9347000122070312,0.7944499850273132,50.310211181640625,75.64915466308594,62.617427825927734,22.820707321166992,129.16326904296875,405.9122619628906,15.119999885559082,19.0,,,35.689998626708984,33.189998626708984,14.199999809265137,,,,31.829999923706055,16.954038619995117
2022-06-09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,131.71804809570312,4.898099899291992,1.2552000284194946,0.9788399934768677,65.68946838378906,51.73885726928711,0.9330400228500366,0.7974299788475037,50.21133804321289,73.74321746826172,61.161163330078125,22.741844177246094,128.2425537109375,396.25848388671875,18.399999618530273,21.079999923706055,,,29.940000534057617,,15.020000457763672,17.610000610351562,21.0,22.170000076293945,26.049999237060547,16.195892333984375
2022-06-10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.6361541748047,4.903299808502197,1.2702699899673462,0.980400025844574,64.53921508789062,50.599239349365234,0.9416900277137756,0.8004500269889832,49.924583435058594,71.15052795410156,60.48268508911133,22.46582794189453,125.91142272949219,384.76873779296875,21.360000610351562,25.56999969482422,,,25.0,,18.459999084472656,21.049999237060547,25.09000015258789,28.15999984741211,20.790000915527344,15.977926254272461
2022-06-13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.5033187866211,4.984000205993652,1.2797600030899048,0.9894499778747559,62.880916595458984,48.092063903808594,0.9532899856567383,0.8146700263023376,49.44995880126953,68.8843994140625,58.10310363769531,22.120805740356445,124.07979583740234,370.1597595214844,28.639999389648438,32.77000045776367,,,18.350000381469727,16.3700008392334,23.799999237060547,27.5,30.700000762939453,34.810001373291016,15.729999542236328,15.058673858642578
2022-06-14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125.6227798461914,5.113399982452393,1.2890000343322754,0.9966650009155273,62.286617279052734,48.10197830200195,0.9601399898529053,0.8234000205993652,49.2818603515625,68.37971496582031,56.77565383911133,22.25881576538086,123.42355346679688,369.04437255859375,28.049999237060547,32.459999084472656,,,16.950000762939453,14.510000228881836,23.200000762939453,26.420000076293945,31.420000076293945,34.939998626708984,15.199999809265137,15.001812934875488
2022-06-15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.56201934814453,5.116099834442139,1.2944799661636353,0.9994999766349792,63.034278869628906,49.013675689697266,0.9577999711036682,0.8324599862098694,49.6576042175293,69.1812744140625,57.355796813964844,22.455968856811523,123.98185729980469,374.3055419921875,24.31999969482422,28.959999084472656,,,18.989999771118164,,21.350000381469727,22.5,26.0,31.729999542236328,17.0,15.409316062927246
2022-06-16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,123.65625762939453,5.052000045776367,1.2873400449752808,0.9946200251579285,61.08842468261719,46.7146110534668,0.9563699960708618,0.821399986743927,49.6674919128418,67.25159454345703,56.23483657836914,22.3475341796875,122.20899963378906,361.91754150390625,30.489999771118164,35.900001525878906,,,13.569999694824219,11.75,24.850000381469727,29.90999984741211,32.84000015258789,38.619998931884766,11.550000190734863,14.70803165435791
2022-06-17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,122.58983612060547,5.052199840545654,1.2953799962997437,0.9667400121688843,61.49102020263672,47.021812438964844,0.9481499791145325,0.8094000220298767,49.68727111816406,67.5088882446289,55.9005126953125,22.367252349853516,121.97393035888672,362.6977233886719,28.850000381469727,33.599998474121094,,,14.8100004196167,12.5600004196167,23.31999969482422,28.059999465942383,30.860000610351562,36.630001068115234,11.630000114440918,14.14889907836914
2022-06-20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,124.95748901367188,5.152100086212158,1.3000500202178955,0.9695600271224976,62.7275505065918,,0.9531599879264832,0.8177800178527832,,,,,123.3843765258789,,,,,,,,,,,,,
2022-06-21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,124.60527801513672,5.18720006942749,1.2981799840927124,0.9671000242233276,62.641273498535156,48.38936233520508,0.9505000114440918,0.8162099719047546,49.627933502197266,68.92398071289062,56.470829010009766,22.317960739135742,123.78594970703125,371.8281555175781,25.100000381469727,29.15999984741211,,,17.450000762939453,14.65999984741211,21.0,23.700000762939453,27.6299991607666,31.780000686645508,13.739999771118164,13.949886322021484
2022-06-22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,122.53113555908203,5.122799873352051,1.2931900024414062,0.9660199880599976,61.615623474121094,48.00287628173828,0.949429988861084,0.8152199983596802,49.7070426940918,68.7557601928711,56.91331481933594,22.40667724609375,122.6595687866211,371.154052734375,24.989999771118164,29.40999984741211,,,18.0,15.84000015258789,20.59000015258789,23.5,27.950000762939453,31.360000610351562,15.039999961853027,13.722440719604492
2022-06-23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.292724609375,5.193600177764893,1.2963800430297852,0.9617499709129333,59.746456146240234,48.92448425292969,0.9466000199317932,0.8162699937820435,49.85536575317383,68.62710571289062,57.886775970458984,22.423473358154297,120.81814575195312,374.79229736328125,23.899999618530273,28.0,,,17.790000915527344,,20.18000030517578,,27.670000076293945,,14.800000190734863,13.191739082336426
2022-06-24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120.49612426757812,5.23799991607666,1.2987099885940552,0.961359977722168,60.62832260131836,50.55959701538086,0.9505599737167358,0.8156099915504456,49.89491653442383,71.25938415527344,58.86024475097656,22.482744216918945,121.78783416748047,386.7084045410156,19.809999465942383,23.40999984741211,,,23.399999618530273,,17.559999465942383,19.899999618530273,23.520000457763672,26.5,18.93000030517578,13.457090377807617
